id,text
2086,"A new Vertical Epic will be released every year, with the goal being to collect them all and have a Vertical Epic tasting once the final Epic is released on 12/12/12. Each new Stone Vertical Epic Ale will be release one YEAR, one MONTH and one DAY apart. This time around, we used no spices in the brewing of this beer. If you've tasted the beer before reading this, that may surprise you. The special Belgian yeast we used adds a distinctively spicy aroma and flavor. Roastiness, clove, hops, fruitiness, and those other great and funky phenols abound in the nose. What's in the flavor? You certainly get some dark roasted malts and alcohol overtones. What else? Hints of earthiness, chocolate/cocoa, hop spiciness, maybe even anise, and ... the incredible variety of complexities from the classic brewing ingredients of barley malt, hops, yeast and water, when applied with an artistic brewer's talent never ceases to amaze."
2087,"Our Belgian White is made with light pale malt, malted wheat, unmalted wheat, and oats. The oats are added to give a very light color as well as body to the beer. The wheat is used for a couple of reasons. First, with its high protein content, it is used to make the beer cloudy. Also, when it is mixed with the special Belgian yeast it will give a fruity aroma and taste. The beer is hopped very lightly with English Kent Golding hops so as to not overpower the spices. Finally, in keeping with tradition, it is spiced with coriander and orange peels. Also, like all other Belgian White beers, it is unfiltered. This will make the beer slightly cloudy, but it will also make it more flavorful. The result is a cloudy but light colored beer with a pleasant fruity aroma and refreshing aftertaste. Summer is approaching which means that an Abita Belgian White will be the perfect refreshment to get you through the sultry summer heat."
2088,"Strawberry Harvest Lager is a wheat beer made with real Louisiana strawberries, picked late in the season when they’re at their sweetest. This brew has earned quite a reputation in a short time, causing the brewery to up their production year after year. When this brew is found, emails and phone calls fly to friends informing them of the store’s location. Strawberry Harvest is a crisp, light lager with just a hint of strawberry sweetness."
2089,Also known as Summer Solstice Cerveza Crema
2090,"A lighter version of the classic celebration beers known as Marzen and Octoberfest, our Vienna Lager has a nice toasted malt character and a slight amber color. High quality ""Noble"" hops add classic hop flavor and aroma without the bitterness. Smooth and refreshing, our Vienna Lager is a great change of pace in the classic European Style."
2091,"Don't let the name fool you, we make it in a brew kettle. This porter is black in color with medium body and a roasted malty flavor."
2092,An ale with lager characteristics; crisp and refreshing as only the Canadians know how to brew. Our best seller!
2093,Merry Monk's Abbey Ale aged in Bourbon Barrels.
2094,"This dark golden lager has wonderful maltiness and subdued hop character. Made with European malts, it is smooth and clean. This is a Keller version of the beer, meaning it is unfiltered."
2095,Called Midtown Brown at other Boscos locations.
2096,"As opposed to its bigger Czech cousin Peck’s Pilsner, our German Pils is a traditional German-style brau. The renowned German Hallertau Mittelfruh hop and pilsner malt produce a lighter-bodied pils that finishes crisp yet soft. So authentic and drinkable, it cries “Bring on the liters!”"
2097,This medium-bodied amber ale has a pleasant hop aroma and a zesty flavor with a bite to it.
2098,"A spring time favorite, this amber German Weizen has a soft red color and a caramel sweetness from the crystal malts that are nicely accentuated by the expressive German Hefeweizen yeast strain from one of the world's oldest breweries, which produce an array of banana and clove in the aroma and finishes slightly sweet and dry."
2099,Introduced in May 2006.
2100,"The original Session that started it all is a classic, all-malt lager that’s crisp, smooth, and refreshing. Winner of multiple gold medals at the top national and international competitions, Session Premium Lager is a beer that truly crosses boundaries, from blue collar to white, red state to blue, cocktail bar to bar-be-que."
2101,"Bavarian style wheat beer, with additional hints of roast malt for colour. Brewed with orange peel and coriander to give fruit flavours with a hint of spice."
2102,"Refreshing and crisp, Sin City Light will appeal to both domestic beer drinkers as well as imported light beer aficionados. A premium product micro-brewed with imported malted barley, it is lightly hopped with a satisfying CO2 bite!"
2103,"Full-bodied and proud, this amber hued lager may be an Oktoberfest-style beer, but it is available to be enjoyed year round. A robust micro-brewed lager made with imported and specialty malts, Sin City Amber balances a full-bodied malt character with imported German Hallertauer hops. 5.7% alcohol by volume!"
2104,Our India Pale Ale is hopped 3 times giving it a floral aroma. Handcrafted by our brewmaster using eight English specialty malts.
2105,"An exciting and very light bodied ale, custom brewed with 50% malted wheat."
2106,"An authentic Czech pilsner, light in body, crisp, crafted with Belgium malt and hopped 3 times with Czech Saaz."
2107,Our brew master’s tribute to the ale that made Burton on Trent famous. An English style copper colored pale ale with medium body and a dry finish.
2108,"A deep amber ale, brewed with 8 types of malted barley and 2 varieties of hops. Very drinkable with a slight caramel sweetness and a subtle bitter finish."
2109,"Smooth and very velvety. Dark roasted malts, flaked barley, and select hops are blended together to create this traditional Irish stout. Outstanding!"
2110,Pick up this brewnette and you’ll never let go! A smooth brown ale with a hint of sweetness.
2111,"Hoptimistic IPA (India Pale Ale) has intense hop bitterness and flavor. This ale is further characterized by fruity, floral and citrus-like aromas due to American-variety hops. This copper/orange hued ale has a nicely balanced medium maltiness which contributes to a medium body that goes down easy, leaving a lingering bitterness that is hard to resist."
2112,"After experiencing the rhythms of our drums and witnessing the intensity of our resilience, our Dutch colleagues have been inspired to share our irrepressible spirit and award-winning lager with the world. This bottle of Prestige® Lager was brewed in Holland while we upgrade our brewery in Haiti, with the promise that production will return to our beloved country to continue the promotion of our unique culture and artisanal excellence on the global stage."
2113,"This German style Pilsner beer is straw colored with a white frothy head. The bouquet carries a hint of malt and spice. This is a clean, bitter beer, with a slight malt balance. Saaz hops add a spicy note to the brew. When you get a P.D.G you will find out why we say “It’s Pretty Damn Good!”"
2114,"An old favorite with a new twist, our Amber Chili Ale is a beefed up version of our popular Green Chili Beer. We created a malty amber beer and added our usual fresh Anaheim peppers. To create the real differnce we added Poblano peppers roasted in our stone oven. The resulting beer is a complex mix of hot green chilis, sweet roasted chili flavors and a mild malty brew."
2115,"Wit means “white” and is so named due to the yeast suspended in the beer. Wit is one of the wheat beers of Belgium. This beer is brewed with a light malt base of barley and unmalted wheat. It is lightly spiced with orange and lemon peel, coriander, and camomile flowers. Hopping is low with no bitterness. Perfect for those hot summer days with its crisp and refreshing taste."
2116,"Our house I.P.A. is an American version using large amounts of Cascade hops in the kettle and the conditioning tank. This brew is pale in color with a huge, crisp bitterness, and big citrus nose."
2117,An American Pale Ale brewed with generous amounts of Vanguard hops for flavor and bitterness. Four specialty malts contribute to the reddish copper color while adding some malt sweetness to balance the hop bitterness. The American ale yeast strain 056 provides a balanced flavor profile.
2118,"Our Saison is light in color and body, yet it has a complexity found in few other brews. Pilsner malt is used for the beers' light body, Belgian Abbey yeast adds fruity aromas, and the beer is finished with Saaz hops and an array of herbs, spices, juniper berries, and rose petals. Enjoy the complex aromas and flavors of SAISON FLORA."
2119,Our Blonde Ale is pale golden in color with a crisp profile highlighted by late kettle and dry hop additions. Roasted oats and flaked barley were added to the base malt to lighten the color and mouthfeel. Nugget and Crystal hops contribute spicy and citrus flavors.
